ID_PESSOA,IDADE,TEMPO_SERVICO,TIPO_PESSOA,SEXO,EST_CIVIL,TEM_CONSIG,QTD_CONSIG
727,70,,PEN,F,VIU,S,5
728,77,,PEN,F,CAS,N,0
729,72,,PEN,F,CAS,S,0
730,80,,PEN,F,SOL,S,0
731,76,,PEN,F,SOL,N,0
732,83,,PEN,F,CAS,S,0
733,65,,PEN,F,SOL,S,3
734,81,,PEN,F,CAS,S,0
735,68,,PEN,F,SOL,S,0
736,93,,PEN,F,DIV,N,0
737,67,,PEN,F,VIU,S,1
738,53,,PEN,F,SOL,N,4
739,58,,PEN,F,SOL,S,8
740,71,,PEN,F,SOL,N,5
741,86,,PEN,F,VIU,S,0
742,80,,PEN,F,SOL,S,0
743,81,,PEN,F,SOL,S,0
744,77,,PEN,F,CAS,N,0
745,75,,PEN,F,DIV,S,0
746,88,,PEN,F,SOL,S,0
747,81,,PEN,F,CAS,S,1
748,72,,PEN,F,SOL,S,3
749,75,,PEN,F,VIU,S,0
750,54,,PEN,F,SOL,S,0
751,81,,PEN,F,CAS,N,1
752,67,,PEN,F,CAS,S,5
753,63,,PEN,F,CAS,S,3
754,74,,PEN,F,SOL,N,2
755,65,,PEN,M,SOL,N,1
756,65,,PEN,F,CAS,N,1
757,77,,PEN,F,VIU,N,12
758,94,,PEN,F,VIU,N,1
759,90,,PEN,F,SOL,S,4
760,86,,PEN,F,VIU,S,2
761,81,,PEN,F,CAS,S,1
762,67,,PEN,F,SOL,S,0
763,54,,PEN,F,SOL,S,0
764,85,,PEN,F,VIU,S,1
765,81,,PEN,F,VIU,N,1
766,52,33.15,ATIVO,M,CAS,S,6
767,60,,PEN,F,CAS,S,10
768,94,,PEN,F,VIU,N,0
769,66,,PEN,F,CAS,N,0
770,84,,PEN,F,SOL,S,0
771,65,,PEN,F,SOL,S,0
772,67,,PEN,F,SOL,S,0
773,78,,PEN,F,DIV,S,2
774,82,,PEN,F,VIU,S,9
775,64,,PEN,F,CAS,S,3
776,95,,PEN,F,VIU,S,2
777,63,,PEN,F,CAS,S,0
778,51,,PEN,F,SOL,S,1
779,88,,PEN,F,SEP,S,0
780,89,,PEN,F,SOL,N,0
781,28,,PEN,F,SOL,S,0
782,30,,PEN,F,SOL,S,0
783,61,,PEN,F,CAS,S,1
784,79,,PEN,F,VIU,N,3
785,82,,PEN,F,VIU,N,0
786,83,,PEN,M,SOL,N,0
787,99,,PEN,F,VIU,N,1
788,95,,PEN,F,VIU,S,2
789,66,,PEN,F,CAS,S,4
790,61,,PEN,F,SOL,S,2
791,82,,PEN,F,SOL,N,1
792,86,,PEN,F,SOL,N,1
793,88,,PEN,F,DIV,N,0
794,92,,PEN,F,VIU,S,0
795,92,,PEN,F,SOL,N,1
796,55,,PEN,F,CAS,S,1
797,82,,PEN,F,SOL,N,1
798,47,,PEN,F,SOL,S,1
799,55,,PEN,F,DIV,N,1
800,94,,PEN,F,SOL,S,0
801,98,,PEN,F,VIU,S,0
802,43,,PEN,F,SOL,S,7
803,86,,PEN,F,CAS,N,0
804,71,,PEN,F,SOL,N,3
805,87,,PEN,F,VIU,N,1
806,68,,PEN,F,VIU,N,0
807,92,,PEN,F,VIU,S,0
808,68,,PEN,F,SOL,N,4
809,96,,PEN,F,VIU,N,1
810,76,,PEN,F,SOL,N,0
811,97,,PEN,F,VIU,N,2
812,66,,PEN,F,SOL,N,7
813,61,,PEN,F,SOL,N,3
814,91,,PEN,F,SOL,N,0
815,45,,PEN,F,SOL,N,0
816,84,,PEN,F,VIU,N,0
817,84,,PEN,F,VIU,N,0
818,59,,PEN,F,CAS,S,3
819,60,,PEN,F,CAS,S,2
820,67,,PEN,F,SOL,N,0
821,62,,PEN,F,CAS,N,2
822,78,,PEN,F,CAS,N,0
823,70,,PEN,F,SOL,N,0
824,82,,PEN,F,VIU,N,0
825,93,,PEN,F,VIU,N,0
826,79,,PEN,F,SOL,N,0
827,51,,PEN,F,SOL,N,4
828,74,,PEN,F,CAS,N,1
829,53,,PEN,F,SOL,N,1
830,89,,PEN,F,VIU,N,2
831,77,,PEN,F,SOL,N,1
832,87,,PEN,F,VIU,N,0
833,71,,PEN,F,VIU,N,4
834,86,,PEN,F,SOL,N,0
835,80,,PEN,F,DIV,N,0
836,77,,PEN,F,DIV,N,0
837,57,,PEN,F,SOL,S,8
838,59,,PEN,F,SOL,N,0
839,87,,PEN,F,CAS,N,0
840,89,,PEN,F,VIU,S,0
841,64,,PEN,F,SOL,N,1
842,85,,PEN,F,SEP,N,0
843,90,,PEN,F,VIU,N,2
844,86,,PEN,F,SOL,S,0
845,45,,PEN,F,SOL,S,5
846,55,,PEN,F,SOL,S,0
847,77,,PEN,F,VIU,S,3
848,83,,PEN,F,CAS,S,0
849,75,,PEN,F,SOL,N,0
850,64,,PEN,F,CAS,N,2
851,80,,PEN,F,VIU,N,1
852,93,,PEN,F,DIV,S,2
853,76,,PEN,F,VIU,S,12
854,90,,PEN,F,SEP,N,0
855,67,,PEN,F,VIU,N,6
856,46,,PEN,F,SOL,S,3
857,86,,PEN,F,SOL,N,2
858,60,,PEN,F,VIU,N,5
859,77,,PEN,F,CAS,N,0
860,74,,PEN,F,CAS,S,0
861,68,,PEN,F,CAS,N,2
862,79,,PEN,F,VIU,S,5
863,88,,PEN,F,CAS,N,0
864,99,,PEN,F,CAS,S,0
865,69,,PEN,F,VIU,S,2
866,64,,PEN,F,VIU,N,4
867,76,,PEN,F,VIU,S,1
868,91,,PEN,F,SOL,S,0
869,87,,PEN,F,VIU,S,0
870,64,,PEN,F,SOL,S,0
871,84,,PEN,F,CAS,S,1
872,78,,PEN,F,SOL,N,4
873,81,,PEN,F,CAS,S,0
874,64,,PEN,F,VIU,S,1
875,72,,PEN,F,CON,N,1
876,90,,PEN,F,VIU,N,1
877,66,,PEN,F,CAS,S,0
878,82,,PEN,F,SOL,S,0
879,77,,PEN,F,SOL,S,3
880,54,,PEN,F,SOL,S,6
881,78,,PEN,F,DES,S,24
882,96,,PEN,F,VIU,S,0
883,77,,PEN,F,VIU,S,0
884,85,,PEN,F,CAS,S,0
885,79,,PEN,F,CAS,S,1
886,95,,PEN,F,VIU,N,0
887,67,,PEN,F,SOL,N,11
888,64,,PEN,F,CAS,S,2
889,84,,PEN,F,VIU,S,1
890,73,,PEN,F,SOL,S,1
891,71,,PEN,F,CAS,S,2
892,75,,PEN,F,CAS,S,1
893,76,,PEN,F,VIU,S,1
894,51,,PEN,F,SOL,S,2
895,55,,PEN,F,SOL,S,2
896,66,,PEN,F,SOL,S,0
897,96,,PEN,F,VIU,N,0
898,77,,PEN,F,VIU,N,0
899,77,,PEN,F,VIU,S,0
900,80,,PEN,F,SEP,S,1
901,81,,PEN,F,VIU,S,0
902,70,,PEN,F,VIU,N,1
903,89,,PEN,F,VIU,N,5
904,81,,PEN,F,SOL,N,1
905,52,33.66,ATIVO,M,CAS,S,3
906,52,33.66,INAT,M,DIV,N,0
907,61,,PEN,F,SOL,S,2
908,52,,PEN,F,SOL,N,0
909,78,,PEN,F,VIU,S,2
910,75,,PEN,F,SOL,S,0
911,69,,PEN,F,SOL,S,6
912,66,,PEN,F,CAS,S,2
913,92,,PEN,F,VIU,S,2
914,71,,PEN,F,CAS,S,0
915,95,,PEN,F,VIU,S,0
916,58,,PEN,F,SOL,N,1
917,88,,PEN,F,SOL,S,0
918,94,,PEN,F,VIU,S,0
919,79,,PEN,F,CAS,S,0
920,71,,PEN,F,SOL,S,10
921,90,,PEN,F,SOL,S,2
922,89,,PEN,F,CAS,S,0
923,81,,PEN,F,VIU,N,10
924,61,,PEN,F,VIU,S,0
925,66,,PEN,F,SOL,N,0
926,59,,PEN,F,SOL,S,0
927,67,,PEN,F,CAS,N,11
928,51,,PEN,F,SOL,S,13
929,60,,PEN,F,CAS,S,0
930,69,,PEN,F,CAS,N,0
931,87,,PEN,F,CAS,S,2
932,85,,PEN,F,CAS,S,0
933,81,,PEN,F,VIU,N,0
934,78,,PEN,F,CAS,N,4
935,74,,PEN,F,SOL,N,3
936,60,,PEN,F,SOL,N,3
937,90,,PEN,F,CAS,N,0
938,84,,PEN,F,VIU,N,0
939,96,,PEN,F,VIU,S,0
940,82,,PEN,F,CAS,N,3
941,91,,PEN,F,VIU,S,1
942,88,,PEN,F,SOL,N,1
943,86,,PEN,F,VIU,S,1
944,86,,PEN,F,SOL,S,2
945,55,,PEN,F,SOL,S,1
946,57,,PEN,F,SOL,N,2
947,69,,PEN,F,SOL,N,1
948,91,,PEN,F,SOL,N,0
949,63,,PEN,F,SOL,S,1
950,47,,PEN,F,SOL,S,0
951,53,,PEN,F,SOL,N,1
952,88,,PEN,F,VIU,N,2
953,95,,PEN,F,VIU,N,0
954,65,,PEN,F,CAS,S,8
955,62,,PEN,F,CAS,N,0
956,83,,PEN,F,VIU,N,0
957,90,,PEN,F,SOL,S,0
958,47,,PEN,F,SOL,N,6
959,51,,PEN,F,SOL,S,0
960,83,,PEN,F,VIU,S,0
961,79,,PEN,F,SOL,S,0
962,86,,PEN,F,SOL,N,1
963,71,,PEN,F,SOL,N,0
964,82,,PEN,F,VIU,N,1
965,88,,PEN,F,VIU,N,0
966,65,,PEN,F,CAS,N,0
967,76,,PEN,F,VIU,S,3
968,74,,PEN,F,SOL,S,0
969,79,,PEN,F,CAS,N,0
970,74,,PEN,F,SOL,N,0
971,60,,PEN,F,CAS,S,1
972,79,,PEN,F,SOL,S,0
973,89,,PEN,F,SOL,S,0
974,82,,PEN,F,SOL,N,1
975,61,,PEN,F,DIV,N,13
976,84,,PEN,F,SOL,S,1
977,80,,PEN,F,SOL,S,0
978,55,,PEN,F,SOL,S,9
979,53,,PEN,F,SOL,S,4
980,61,,PEN,F,SOL,S,3
981,57,,PEN,F,CAS,N,2
982,69,,PEN,F,SOL,N,0
983,80,,PEN,F,CAS,S,0
984,65,,PEN,F,SOL,S,7
985,78,,PEN,F,VIU,S,2
986,85,,PEN,F,VIU,S,0
987,59,,PEN,F,SOL,S,0
988,57,,PEN,F,SOL,S,1
989,79,,PEN,F,SEP,S,2
990,55,,PEN,F,SOL,S,0
991,70,,PEN,F,DIV,S,0
992,80,,PEN,F,SOL,N,0
993,78,,PEN,F,VIU,S,5
994,45,,PEN,F,SOL,S,0
995,81,,PEN,F,VIU,S,0
996,49,,PEN,F,DIV,S,0
997,59,,PEN,F,SOL,S,0
998,79,,PEN,F,CAS,S,10
999,77,,PEN,F,DIV,S,2
1000,93,,PEN,F,VIU,S,0
1001,88,,PEN,F,VIU,S,1
1002,62,,PEN,F,SOL,N,8
1003,67,,PEN,F,CAS,S,8
1004,53,,PEN,F,SOL,N,0
1005,56,,PEN,F,CAS,S,4
1006,62,,PEN,F,SOL,S,0
1007,73,,PEN,F,VIU,S,9
1008,70,,PEN,F,VIU,S,10
1009,75,,PEN,F,CAS,S,0
1010,48,,PEN,F,SOL,S,0
1011,75,,PEN,F,VIU,N,0
1012,60,,PEN,F,VIU,N,1
1013,74,,PEN,F,VIU,N,4
1014,55,,PEN,F,SOL,S,11
1015,68,,PEN,F,SOL,S,0
1016,77,,PEN,F,CAS,N,0
1017,79,,PEN,F,SOL,N,1
1018,61,,PEN,F,SOL,N,0
1019,55,,PEN,F,SOL,N,1
1020,61,,PEN,F,SOL,S,1
1021,64,,PEN,F,DIV,S,2
1022,69,,PEN,F,DIV,S,1
1023,81,,PEN,F,VIU,S,0
1024,75,,PEN,F,SOL,S,0
1025,67,,PEN,F,SOL,N,0
1026,76,,PEN,F,DIV,N,0
1027,96,,PEN,F,CAS,S,0
1028,73,,PEN,F,SOL,S,8
1029,63,,PEN,F,SOL,S,0
1030,89,,PEN,F,CAS,S,0
1031,89,,PEN,F,VIU,S,1
1032,95,,PEN,F,VIU,N,1
1033,73,,PEN,F,VIU,S,0
1034,88,,PEN,F,SOL,S,0
1035,61,,PEN,F,SOL,N,3
1036,70,,PEN,F,SOL,N,8
1037,73,,PEN,F,VIU,N,0
1038,49,,PEN,F,SOL,S,4
1039,50,33.66,INAT,M,CAS,N,5
1040,55,36.15,INAT,M,CAS,S,11
1041,53,33.66,INAT,M,DIV,S,2
1042,50,33.66,INAT,M,CAS,N,0
1043,52,33.66,ATIVO,M,CAS,N,1
1044,52,33.66,INAT,M,CON,N,1
1045,50,33.66,INAT,M,CAS,N,0
1046,51,33.66,INAT,M,CAS,N,1
1047,83,,PEN,F,VIU,N,1
1048,68,,PEN,F,DES,N,7
1049,73,,PEN,F,VIU,N,0
1050,82,,PEN,F,DIV,N,1
1051,80,,PEN,F,VIU,S,0
1052,64,,PEN,F,CAS,N,1
1053,74,,PEN,F,CAS,S,0
1054,62,,PEN,F,DIV,N,1
1055,69,,PEN,F,VIU,S,0
1056,93,,PEN,F,SOL,N,2
1057,71,,PEN,F,CAS,S,0
1058,81,,PEN,F,DIV,N,0
1059,82,,PEN,F,SOL,S,2
1060,85,,PEN,F,SOL,S,0
1061,72,,PEN,F,SOL,S,2
1062,76,,PEN,F,VIU,N,1
1063,78,,PEN,F,VIU,N,1
1064,80,,PEN,F,VIU,S,0
1065,67,,PEN,F,SOL,S,0
1066,98,,PEN,F,VIU,S,0
1067,62,,PEN,F,SOL,S,0
1068,65,,PEN,F,CAS,N,1
1069,67,,PEN,F,SOL,N,0
1070,79,,PEN,F,SOL,S,0
1071,73,,PEN,F,CAS,S,3
1072,75,,PEN,F,SOL,N,0
1073,49,,PEN,F,SOL,N,0
1074,75,,PEN,F,SOL,N,0
1075,82,,PEN,F,VIU,S,0
1076,91,,PEN,F,VIU,S,0
1077,80,,PEN,F,SOL,N,1
1078,91,,PEN,F,VIU,S,0
1079,74,,PEN,F,SOL,N,1
1080,67,,PEN,F,VIU,S,1
1081,83,,PEN,F,VIU,N,1
1082,77,,PEN,F,SOL,S,3
1083,85,,PEN,F,CAS,N,0
1084,51,,PEN,F,SOL,S,2
1085,73,,PEN,F,VIU,N,4
1086,76,,PEN,F,SOL,S,0
1087,81,,PEN,F,VIU,S,0
1088,85,,PEN,F,CAS,N,0
1089,81,,PEN,F,SOL,S,0
1090,60,,PEN,F,SOL,S,3
1091,58,,PEN,F,SOL,S,2
1092,70,,PEN,F,SEP,N,0
1093,60,,PEN,F,SOL,S,2
1094,69,,PEN,F,VIU,N,0
1095,72,,PEN,F,SOL,N,0
1096,74,,PEN,F,CAS,S,2
1097,73,,PEN,F,CAS,S,0
1098,61,,PEN,F,SOL,N,0
1099,87,,PEN,F,SOL,S,0
1100,86,,PEN,F,VIU,N,1
1101,73,,PEN,F,SOL,S,15
1102,84,,PEN,F,VIU,N,1
1103,77,,PEN,F,SOL,S,1
1104,54,,PEN,F,SOL,S,4
1105,68,,PEN,F,VIU,N,16
1106,53,,PEN,F,DIV,N,7
1107,81,,PEN,F,SOL,N,1
1108,61,,PEN,F,SOL,N,1
1109,90,,PEN,F,VIU,N,0
1110,82,,PEN,F,SOL,N,0
1111,88,,PEN,F,CAS,S,0
1112,73,,PEN,F,VIU,N,4
1113,93,,PEN,F,VIU,S,0
1114,79,,PEN,F,VIU,S,3
1115,84,,PEN,F,VIU,S,0
1116,79,,PEN,F,VIU,S,0
1117,87,,PEN,F,VIU,N,2
1118,74,,PEN,F,VIU,S,3
1119,69,,PEN,F,CAS,S,4
1120,51,,PEN,F,CAS,S,3
1121,89,,PEN,F,SOL,S,0
1122,72,,PEN,F,SOL,S,1
1123,80,,PEN,F,CAS,N,0
1124,93,,PEN,F,VIU,S,1
1125,59,,PEN,F,SOL,N,9
1126,79,,PEN,F,DES,S,14
1127,66,,PEN,F,SOL,N,5
1128,86,,PEN,F,VIU,N,3
1129,73,,PEN,F,DIV,S,9
1130,66,,PEN,F,SOL,N,3
1131,51,,PEN,F,SOL,N,3
1132,74,,PEN,F,VIU,S,0
1133,84,,PEN,F,VIU,N,1
1134,67,,PEN,F,SOL,N,12
1135,65,,PEN,F,SOL,N,13
1136,72,,PEN,F,DIV,N,11
1137,79,,PEN,F,SEP,S,0
1138,77,,PEN,F,DIV,S,2
1139,77,,PEN,F,CAS,N,1
1140,68,,PEN,F,SOL,S,0
1141,78,,PEN,F,VIU,N,2
1142,71,,PEN,F,VIU,S,3
1143,59,,PEN,F,CAS,S,9
1144,50,,PEN,F,CAS,S,0
1145,84,,PEN,F,VIU,N,3
1146,83,,PEN,F,VIU,S,0
1147,68,,PEN,F,SOL,S,0
1148,55,,PEN,F,SOL,N,12
1149,66,,PEN,F,SOL,S,4
1150,58,,PEN,F,SEP,N,5
1151,82,,PEN,F,CAS,S,0
1152,96,,PEN,F,VIU,N,0
1153,67,,PEN,F,SOL,N,2
1154,89,,PEN,F,CAS,S,0
1155,81,,PEN,F,CAS,N,1
1156,64,,PEN,F,DIV,N,0
1157,75,,PEN,F,VIU,S,0
1158,61,,PEN,F,CAS,N,0
1159,71,,PEN,F,VIU,N,2
1160,54,,PEN,F,CAS,N,0
1161,78,,PEN,F,CAS,S,3
1162,78,,PEN,F,VIU,N,3
1163,59,,PEN,F,SOL,S,0
1164,65,,PEN,F,SOL,N,1
1165,70,,PEN,F,SOL,S,3
1166,58,,PEN,F,SOL,N,2
1167,69,,PEN,F,CAS,S,0
1168,58,,PEN,F,DIV,N,2
1169,74,,PEN,F,SOL,S,8
1170,91,,PEN,F,VIU,N,0
1171,90,,PEN,F,VIU,N,0
1172,61,,PEN,F,CAS,S,1
1173,63,,PEN,F,CAS,N,2
1174,62,,PEN,F,VIU,N,0
1175,68,,PEN,F,SOL,N,1
1176,53,,PEN,F,SOL,N,4
1177,91,,PEN,F,SOL,S,3
